GRIN Accession	Protein	GRIN Link
PI424359	44	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319629	
PI424360	42.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319630	
PI424361	42.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319631	
PI424362	46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319632	
PI424363	47.9;49.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319633	
PI424364A	43.8;45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487011	
PI424364B	43.1;45.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487010	
PI424365	51.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319635	
PI424366	45.2;46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319636	
PI424367	46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319637	
PI424368A	43.2;43.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487013	
PI424368B	48	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487012	
PI424369	41.6;44.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319639	
PI424370A	43.7;45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487015	
PI424370B	45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487014	
PI424371	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319641	
PI424372	46.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319642	
PI424373	44.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319643	
PI424374	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319644	
PI424375	43.8;46.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319645	
PI424376	41.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319646	
PI424377	46.2;46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319647	
PI424378	48.4;49.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319648	
PI424379	44.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319649	
PI424380	46	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319650	
PI424381	45.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319651	
PI424382	45.6;46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319652	
PI424383	42.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319653	
PI424384	43.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319654	
PI424385	45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319655	
PI424386A	44.0;46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487017	
PI424386B	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487016	
PI424387	41.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319657	
PI424388	47.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319658	
PI424389	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319659	
PI424390	46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319660	
PI424391	46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319661	
PI424392	45.8;48.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319662	
PI424393	47.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319663	
PI424394	47.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319664	
PI424395	45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319665	
PI424396	46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319666	
PI424397	44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319667	
PI424398	44.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319668	
PI424399	42.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319669	
PI424400	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319670	
PI424401	45.5;47.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319671	
PI424402A	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487019	
PI424402B	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487018	
PI424403	45.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319673	
PI424404	47.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319674	
PI424405A	45	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487020	
PI424405B	43.4;43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487021	
PI424405C	44.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487022	
PI424406A	43.2;45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487024	
PI424406B	43.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487023	
PI424407	44.2;45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319677	
PI424408	44.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319678	
PI424409	46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319679	
PI424410	45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319680	
PI424411	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319681	
PI424412	44.1;45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319682	
PI424413	48.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319683	
PI424414	43.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319684	
PI424415	46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319685	
PI424416	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319686	
PI424417	43.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319687	
PI424418	46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319688	
PI424419	44.1;46.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319689	
PI424420	45.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319690	
PI424421	42.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319691	
PI424422	44.6;46.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319692	
PI424423	44.9;45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319693	
PI424424	46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319694	
PI424425	44.4;45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319695	
PI424426	43.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319696	
PI424427	42.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319697	
PI424428	42.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319698	
PI424429	46.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319699	
PI424430	44.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319700	
PI424431	45.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319701	
PI424432	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319702	
PI424433	53.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319703	
PI424434	43.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319704	
PI424435	43.4;45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319705	
PI424436	44.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319706	
PI424437	43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319707	
PI424438	43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319708	
PI424439	45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319709	
PI424440	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319710	
PI424441	48.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319711	
PI424442	43.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319712	
PI424443	46.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319713	
PI424444A	45.8;46.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487027	
PI424444B	43.0;43.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487026	
PI424444C	47.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487025	
PI424445	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319715	
PI424446	45.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319716	
PI424447	42.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319717	
PI424448	44.7;48.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319718	
PI424449	44.0;46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319719	
PI424450	44.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319720	
PI424451	42.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319721	
PI424452	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319722	
PI424453	50.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319723	
PI424454	45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319724	
PI424455	48.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319725	
PI424456	43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319726	
PI424457	44.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319727	
PI424458	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319728	
PI424459	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319729	
PI424460	45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319730	
PI424461	47.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319731	
PI424462A	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487029	
PI424462B	46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487030	
PI424462C	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487028	
PI424463	39.5;40.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319733	
PI424464	43.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319734	
PI424465	42.4;43.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319735	
PI424466	42.4;42.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319736	
PI424467	47.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319737	
PI424468	43.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319738	
PI424469	42	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319739	
PI424470	45.3;46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319740	
PI424471	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319741	
PI424472A	42.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487032	
PI424472B	40.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487031	
PI424473	48.0;49.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319743	
PI424474-1	44.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487034	
PI424474-2	42.8;46.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487033	
PI424475	42.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319745	
PI424476	43.6;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319746	
PI424477	42.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319747	
PI424478	49	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319748	
PI424479	45.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319749	
PI424480	43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319750	
PI424481A	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487035	
PI424481B	45.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487036	
PI424482	48.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319752	
PI424483	44.4;46.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319753	
PI424484A	42.5;44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487038	
PI424484B	42.1;44.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487037	
PI424485	44.9;45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319755	
PI424486	44.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319756	
PI424487A	46	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487040	
PI424487B	43.7;44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487039	
PI424488A	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487042	
PI424488B	46.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487041	
PI424489A	46	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487044	
PI424489B	43	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487043	
PI424490	45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319760	
PI424491A	42.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487045	
PI424491B	46.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487046	
PI424492	44.3;44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319762	
PI424493A	44.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487047	
PI424493B	44.5;46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487048	
PI424494	43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319764	
PI424495	41.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319765	
PI424496	46.7;46.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319766	
PI424497	45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319767	
PI424498	45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319768	
PI424499A	46.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487051	
PI424499B	44.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487050	
PI424499C	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487052	
PI424499D	44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487049	
PI424500	45.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319770	
PI424501	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319771	
PI424502	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319772	
PI424503	44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319773	
PI424504A	46.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487054	
PI424504B	46	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487053	
PI424505	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319775	
PI424506	42	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319776	
PI424507	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319777	
PI424508	45.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319778	
PI424509	44	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319779	
PI424510	47.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319780	
PI424511	45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319781	
PI424512	46.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319782	
PI424513	45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319783	
PI424514	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319784	
PI424515	45.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319785	
PI424516	46.1;47.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319786	
PI424517A	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487056	
PI424517B	43.1;44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487055	
PI424518	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319788	
PI424519	45.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319789	
PI424520	44.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319790	
PI424521A	44.3	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487057	
PI424521B	44.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487058	
PI424522	44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319792	
PI424523A	43.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487060	
PI424523B	44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487059	
PI424524	45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319794	
PI424525	41.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319795	
PI424526	44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319796	
PI424527	43.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319797	
PI424528	45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319798	
PI424529	43.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319799	
PI424530	42.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319800	
PI424531	44.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319801	
PI424532	44.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319802	
PI424533	46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319803	
PI424534	45.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319804	
PI424535A	45.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487062	
PI424535B	43.0;44.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487061	
PI424536	44.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319806	
PI424537	45.8;46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319807	
PI424538	42.7;43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319808	
PI424539	43.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319809	
PI424540	45.1;45.8	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319810	
PI424541	46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319811	
PI424542	43.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319812	
PI424543	44.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319813	
PI424544	44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319814	
PI424545	42	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319815	
PI424546A	43.6;45.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487064	
PI424546B	41.6;42.1	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487063	
PI424547	41.4;42.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319817	
PI424548	43.2;46.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319818	
PI424549A	44.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487065	
PI424549B	43.0;43.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487066	
PI424550	46.4	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319820	
PI424551	41.7	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319821	
PI424552	42.5	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319822	
PI424553	43.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319823	
PI424554	42	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319824	
PI424555A	44.2	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487068	
PI424555B	45.6	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487067	
PI424556	42.0;45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319826	
PI424557	45.9	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1319827	
PI424558A	43.7;44.0	https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1487069	
